Prefecture_name,Prefecture_code,Date,Infections
秋田県,5,2020/1/18,0
山形県,6,2020/1/18,0
福島県,7,2020/1/18,0
茨城県,8,2020/1/18,0
栃木県,9,2020/1/18,0
群馬県,10,2020/1/18,0
埼玉県,11,2020/1/18,0
千葉県,12,2020/1/18,0
東京都,13,2020/1/18,0
神奈川県,14,2020/1/18,0
新潟県,15,2020/1/18,0
富山県,16,2020/1/18,0
石川県,17,2020/1/18,0
福井県,18,2020/1/18,0
山梨県,19,2020/1/18,0
長野県,20,2020/1/18,0
岐阜県,21,2020/1/18,0
静岡県,22,2020/1/18,0
愛知県,23,2020/1/18,0
三重県,24,2020/1/18,0
滋賀県,25,2020/1/18,0
京都府,26,2020/1/18,0
大阪府,27,2020/1/18,0
兵庫県,28,2020/1/18,0
奈良県,29,2020/1/18,0
和歌山県,30,2020/1/18,0
鳥取県,31,2020/1/18,0
島根県,32,2020/1/18,0
岡山県,33,2020/1/18,0
広島県,34,2020/1/18,0
山口県,35,2020/1/18,0
徳島県,36,2020/1/18,0
香川県,37,2020/1/18,0
愛媛県,38,2020/1/18,0
高知県,39,2020/1/18,0
福岡県,40,2020/1/18,0
佐賀県,41,2020/1/18,0
長崎県,42,2020/1/18,0
熊本県,43,2020/1/18,0
大分県,44,2020/1/18,0
宮崎県,45,2020/1/18,0
鹿児島県,46,2020/1/18,0
沖縄県,47,2020/1/18,0
北海道,1,2020/1/19,0
青森県,2,2020/1/19,0
岩手県,3,2020/1/19,0
宮城県,4,2020/1/19,0
秋田県,5,2020/1/19,0
山形県,6,2020/1/19,0
福島県,7,2020/1/19,0
茨城県,8,2020/1/19,0
栃木県,9,2020/1/19,0
群馬県,10,2020/1/19,0
埼玉県,11,2020/1/19,0
千葉県,12,2020/1/19,0
東京都,13,2020/1/19,0
神奈川県,14,2020/1/19,0
新潟県,15,2020/1/19,0
富山県,16,2020/1/19,0
石川県,17,2020/1/19,0
福井県,18,2020/1/19,0
山梨県,19,2020/1/19,0
長野県,20,2020/1/19,0
岐阜県,21,2020/1/19,0
静岡県,22,2020/1/19,0
愛知県,23,2020/1/19,0
三重県,24,2020/1/19,0
滋賀県,25,2020/1/19,0
京都府,26,2020/1/19,0
大阪府,27,2020/1/19,0
兵庫県,28,2020/1/19,0
奈良県,29,2020/1/19,0
和歌山県,30,2020/1/19,0
鳥取県,31,2020/1/19,0
島根県,32,2020/1/19,0
岡山県,33,2020/1/19,0
広島県,34,2020/1/19,0
山口県,35,2020/1/19,0
徳島県,36,2020/1/19,0
香川県,37,2020/1/19,0
愛媛県,38,2020/1/19,0
高知県,39,2020/1/19,0
福岡県,40,2020/1/19,0
佐賀県,41,2020/1/19,0
長崎県,42,2020/1/19,0
熊本県,43,2020/1/19,0
大分県,44,2020/1/19,0
宮崎県,45,2020/1/19,0
鹿児島県,46,2020/1/19,0
沖縄県,47,2020/1/19,0
北海道,1,2020/1/20,0
青森県,2,2020/1/20,0
岩手県,3,2020/1/20,0
宮城県,4,2020/1/20,0
秋田県,5,2020/1/20,0
山形県,6,2020/1/20,0
福島県,7,2020/1/20,0
茨城県,8,2020/1/20,0
栃木県,9,2020/1/20,0
群馬県,10,2020/1/20,0
埼玉県,11,2020/1/20,0
千葉県,12,2020/1/20,0
東京都,13,2020/1/20,0
神奈川県,14,2020/1/20,0
新潟県,15,2020/1/20,0
富山県,16,2020/1/20,0
石川県,17,2020/1/20,0
福井県,18,2020/1/20,0
山梨県,19,2020/1/20,0
長野県,20,2020/1/20,0
岐阜県,21,2020/1/20,0
静岡県,22,2020/1/20,0
愛知県,23,2020/1/20,0
三重県,24,2020/1/20,0
滋賀県,25,2020/1/20,0
京都府,26,2020/1/20,0
大阪府,27,2020/1/20,0
兵庫県,28,2020/1/20,0
奈良県,29,2020/1/20,0
和歌山県,30,2020/1/20,0
鳥取県,31,2020/1/20,0
島根県,32,2020/1/20,0
岡山県,33,2020/1/20,0
広島県,34,2020/1/20,0
山口県,35,2020/1/20,0
徳島県,36,2020/1/20,0
香川県,37,2020/1/20,0
愛媛県,38,2020/1/20,0
高知県,39,2020/1/20,0
福岡県,40,2020/1/20,0
佐賀県,41,2020/1/20,0
長崎県,42,2020/1/20,0
熊本県,43,2020/1/20,0
大分県,44,2020/1/20,0
宮崎県,45,2020/1/20,0
鹿児島県,46,2020/1/20,0
沖縄県,47,2020/1/20,0
北海道,1,2020/1/21,0
青森県,2,2020/1/21,0
岩手県,3,2020/1/21,0
宮城県,4,2020/1/21,0
秋田県,5,2020/1/21,0
山形県,6,2020/1/21,0
福島県,7,2020/1/21,0
茨城県,8,2020/1/21,0
栃木県,9,2020/1/21,0
群馬県,10,2020/1/21,0
埼玉県,11,2020/1/21,0
千葉県,12,2020/1/21,0
東京都,13,2020/1/21,0
神奈川県,14,2020/1/21,0
新潟県,15,2020/1/21,0
富山県,16,2020/1/21,0
石川県,17,2020/1/21,0
福井県,18,2020/1/21,0
山梨県,19,2020/1/21,0
長野県,20,2020/1/21,0
岐阜県,21,2020/1/21,0
静岡県,22,2020/1/21,0
愛知県,23,2020/1/21,0
三重県,24,2020/1/21,0
滋賀県,25,2020/1/21,0
京都府,26,2020/1/21,0
大阪府,27,2020/1/21,0
兵庫県,28,2020/1/21,0
奈良県,29,2020/1/21,0
和歌山県,30,2020/1/21,0
鳥取県,31,2020/1/21,0
島根県,32,2020/1/21,0
岡山県,33,2020/1/21,0
広島県,34,2020/1/21,0
山口県,35,2020/1/21,0
徳島県,36,2020/1/21,0
香川県,37,2020/1/21,0
愛媛県,38,2020/1/21,0
高知県,39,2020/1/21,0
福岡県,40,2020/1/21,0
佐賀県,41,2020/1/21,0
長崎県,42,2020/1/21,0
熊本県,43,2020/1/21,0
大分県,44,2020/1/21,0
宮崎県,45,2020/1/21,0
鹿児島県,46,2020/1/21,0
沖縄県,47,2020/1/21,0
北海道,1,2020/1/22,0
青森県,2,2020/1/22,0
岩手県,3,2020/1/22,0
宮城県,4,2020/1/22,0
秋田県,5,2020/1/22,0
山形県,6,2020/1/22,0
福島県,7,2020/1/22,0
茨城県,8,2020/1/22,0
栃木県,9,2020/1/22,0
群馬県,10,2020/1/22,0
埼玉県,11,2020/1/22,0
千葉県,12,2020/1/22,0
東京都,13,2020/1/22,0
神奈川県,14,2020/1/22,0
新潟県,15,2020/1/22,0
富山県,16,2020/1/22,0
石川県,17,2020/1/22,0
福井県,18,2020/1/22,0
山梨県,19,2020/1/22,0
長野県,20,2020/1/22,0
岐阜県,21,2020/1/22,0
静岡県,22,2020/1/22,0
愛知県,23,2020/1/22,0
三重県,24,2020/1/22,0
滋賀県,25,2020/1/22,0
京都府,26,2020/1/22,0
大阪府,27,2020/1/22,0
兵庫県,28,2020/1/22,0
奈良県,29,2020/1/22,0
和歌山県,30,2020/1/22,0
鳥取県,31,2020/1/22,0
島根県,32,2020/1/22,0
岡山県,33,2020/1/22,0
広島県,34,2020/1/22,0
山口県,35,2020/1/22,0
徳島県,36,2020/1/22,0
香川県,37,2020/1/22,0
愛媛県,38,2020/1/22,0
高知県,39,2020/1/22,0
福岡県,40,2020/1/22,0
佐賀県,41,2020/1/22,0
長崎県,42,2020/1/22,0
熊本県,43,2020/1/22,0
大分県,44,2020/1/22,0
宮崎県,45,2020/1/22,0
鹿児島県,46,2020/1/22,0
沖縄県,47,2020/1/22,0
北海道,1,2020/1/23,0
青森県,2,2020/1/23,0
岩手県,3,2020/1/23,0
宮城県,4,2020/1/23,0
秋田県,5,2020/1/23,0
山形県,6,2020/1/23,0
福島県,7,2020/1/23,0
茨城県,8,2020/1/23,0
栃木県,9,2020/1/23,0
群馬県,10,2020/1/23,0
埼玉県,11,2020/1/23,0
千葉県,12,2020/1/23,0
東京都,13,2020/1/23,0
神奈川県,14,2020/1/23,0
新潟県,15,2020/1/23,0
富山県,16,2020/1/23,0
石川県,17,2020/1/23,0
福井県,18,2020/1/23,0
山梨県,19,2020/1/23,0
長野県,20,2020/1/23,0
岐阜県,21,2020/1/23,0
静岡県,22,2020/1/23,0
愛知県,23,2020/1/23,0
三重県,24,2020/1/23,0
滋賀県,25,2020/1/23,0
京都府,26,2020/1/23,0
大阪府,27,2020/1/23,0
兵庫県,28,2020/1/23,0
奈良県,29,2020/1/23,0
和歌山県,30,2020/1/23,0
鳥取県,31,2020/1/23,0
島根県,32,2020/1/23,0
岡山県,33,2020/1/23,0
広島県,34,2020/1/23,0
山口県,35,2020/1/23,0
徳島県,36,2020/1/23,0
香川県,37,2020/1/23,0
愛媛県,38,2020/1/23,0
高知県,39,2020/1/23,0
福岡県,40,2020/1/23,0
佐賀県,41,2020/1/23,0
長崎県,42,2020/1/23,0
熊本県,43,2020/1/23,0
大分県,44,2020/1/23,0
宮崎県,45,2020/1/23,0
鹿児島県,46,2020/1/23,0
沖縄県,47,2020/1/23,0
北海道,1,2020/1/24,0
青森県,2,2020/1/24,0
岩手県,3,2020/1/24,0
宮城県,4,2020/1/24,0
秋田県,5,2020/1/24,0
山形県,6,2020/1/24,0
福島県,7,2020/1/24,0
茨城県,8,2020/1/24,0
栃木県,9,2020/1/24,0
群馬県,10,2020/1/24,0
埼玉県,11,2020/1/24,0
千葉県,12,2020/1/24,0
東京都,13,2020/1/24,1
神奈川県,14,2020/1/24,0
新潟県,15,2020/1/24,0
富山県,16,2020/1/24,0
石川県,17,2020/1/24,0
福井県,18,2020/1/24,0
山梨県,19,2020/1/24,0
長野県,20,2020/1/24,0
岐阜県,21,2020/1/24,0
静岡県,22,2020/1/24,0
愛知県,23,2020/1/24,0
三重県,24,2020/1/24,0
滋賀県,25,2020/1/24,0
京都府,26,2020/1/24,0
大阪府,27,2020/1/24,0
兵庫県,28,2020/1/24,0
奈良県,29,2020/1/24,0
和歌山県,30,2020/1/24,0
鳥取県,31,2020/1/24,0
島根県,32,2020/1/24,0
岡山県,33,2020/1/24,0
広島県,34,2020/1/24,0
山口県,35,2020/1/24,0
徳島県,36,2020/1/24,0
香川県,37,2020/1/24,0
愛媛県,38,2020/1/24,0
高知県,39,2020/1/24,0
福岡県,40,2020/1/24,0
佐賀県,41,2020/1/24,0
長崎県,42,2020/1/24,0
熊本県,43,2020/1/24,0
大分県,44,2020/1/24,0
宮崎県,45,2020/1/24,0
鹿児島県,46,2020/1/24,0
沖縄県,47,2020/1/24,0
北海道,1,2020/1/25,0
青森県,2,2020/1/25,0
岩手県,3,2020/1/25,0
宮城県,4,2020/1/25,0
秋田県,5,2020/1/25,0
山形県,6,2020/1/25,0
福島県,7,2020/1/25,0
茨城県,8,2020/1/25,0
栃木県,9,2020/1/25,0
群馬県,10,2020/1/25,0
埼玉県,11,2020/1/25,0
千葉県,12,2020/1/25,0
東京都,13,2020/1/25,1
神奈川県,14,2020/1/25,0
新潟県,15,2020/1/25,0
富山県,16,2020/1/25,0
石川県,17,2020/1/25,0
福井県,18,2020/1/25,0
山梨県,19,2020/1/25,0
長野県,20,2020/1/25,0
岐阜県,21,2020/1/25,0
静岡県,22,2020/1/25,0
愛知県,23,2020/1/25,0
三重県,24,2020/1/25,0
滋賀県,25,2020/1/25,0
京都府,26,2020/1/25,0
大阪府,27,2020/1/25,0
兵庫県,28,2020/1/25,0
奈良県,29,2020/1/25,0
和歌山県,30,2020/1/25,0
鳥取県,31,2020/1/25,0
島根県,32,2020/1/25,0
岡山県,33,2020/1/25,0
広島県,34,2020/1/25,0
山口県,35,2020/1/25,0
徳島県,36,2020/1/25,0
香川県,37,2020/1/25,0
愛媛県,38,2020/1/25,0
高知県,39,2020/1/25,0
福岡県,40,2020/1/25,0
佐賀県,41,2020/1/25,0
長崎県,42,2020/1/25,0
熊本県,43,2020/1/25,0
大分県,44,2020/1/25,0
宮崎県,45,2020/1/25,0
鹿児島県,46,2020/1/25,0
沖縄県,47,2020/1/25,0
北海道,1,2020/1/26,0
青森県,2,2020/1/26,0
岩手県,3,2020/1/26,0
宮城県,4,2020/1/26,0
秋田県,5,2020/1/26,0
山形県,6,2020/1/26,0
福島県,7,2020/1/26,0
茨城県,8,2020/1/26,0
栃木県,9,2020/1/26,0
群馬県,10,2020/1/26,0
埼玉県,11,2020/1/26,0
千葉県,12,2020/1/26,0
東京都,13,2020/1/26,0
神奈川県,14,2020/1/26,0
新潟県,15,2020/1/26,0
富山県,16,2020/1/26,0
石川県,17,2020/1/26,0
福井県,18,2020/1/26,0
山梨県,19,2020/1/26,0
長野県,20,2020/1/26,0
岐阜県,21,2020/1/26,0
静岡県,22,2020/1/26,0
愛知県,23,2020/1/26,1
三重県,24,2020/1/26,0
滋賀県,25,2020/1/26,0
京都府,26,2020/1/26,0
大阪府,27,2020/1/26,0
兵庫県,28,2020/1/26,0
奈良県,29,2020/1/26,0
和歌山県,30,2020/1/26,0
鳥取県,31,2020/1/26,0
島根県,32,2020/1/26,0
岡山県,33,2020/1/26,0
広島県,34,2020/1/26,0
山口県,35,2020/1/26,0
徳島県,36,2020/1/26,0
香川県,37,2020/1/26,0
愛媛県,38,2020/1/26,0
高知県,39,2020/1/26,0
福岡県,40,2020/1/26,0
佐賀県,41,2020/1/26,0
長崎県,42,2020/1/26,0
熊本県,43,2020/1/26,0
大分県,44,2020/1/26,0
宮崎県,45,2020/1/26,0
鹿児島県,46,2020/1/26,0
沖縄県,47,2020/1/26,0
北海道,1,2020/1/27,0
青森県,2,2020/1/27,0
岩手県,3,2020/1/27,0
宮城県,4,2020/1/27,0
秋田県,5,2020/1/27,0
山形県,6,2020/1/27,0
福島県,7,2020/1/27,0
茨城県,8,2020/1/27,0
栃木県,9,2020/1/27,0
群馬県,10,2020/1/27,0
埼玉県,11,2020/1/27,0
千葉県,12,2020/1/27,0
東京都,13,2020/1/27,0
神奈川県,14,2020/1/27,0
新潟県,15,2020/1/27,0
富山県,16,2020/1/27,0
石川県,17,2020/1/27,0
福井県,18,2020/1/27,0
山梨県,19,2020/1/27,0
長野県,20,2020/1/27,0
岐阜県,21,2020/1/27,0
静岡県,22,2020/1/27,0
愛知県,23,2020/1/27,0
三重県,24,2020/1/27,0
滋賀県,25,2020/1/27,0
京都府,26,2020/1/27,0
大阪府,27,2020/1/27,0
兵庫県,28,2020/1/27,0
奈良県,29,2020/1/27,0
和歌山県,30,2020/1/27,0
鳥取県,31,2020/1/27,0
島根県,32,2020/1/27,0
岡山県,33,2020/1/27,0
広島県,34,2020/1/27,0
山口県,35,2020/1/27,0
徳島県,36,2020/1/27,0
香川県,37,2020/1/27,0
愛媛県,38,2020/1/27,0
高知県,39,2020/1/27,0
福岡県,40,2020/1/27,0
佐賀県,41,2020/1/27,0
長崎県,42,2020/1/27,0
熊本県,43,2020/1/27,0
大分県,44,2020/1/27,0
宮崎県,45,2020/1/27,0
鹿児島県,46,2020/1/27,0
沖縄県,47,2020/1/27,0
北海道,1,2020/1/28,1
青森県,2,2020/1/28,0
岩手県,3,2020/1/28,0
宮城県,4,2020/1/28,0
秋田県,5,2020/1/28,0
山形県,6,2020/1/28,0
福島県,7,2020/1/28,0
茨城県,8,2020/1/28,0
栃木県,9,2020/1/28,0
群馬県,10,2020/1/28,0
埼玉県,11,2020/1/28,0
千葉県,12,2020/1/28,0
東京都,13,2020/1/28,0
神奈川県,14,2020/1/28,0
新潟県,15,2020/1/28,0
富山県,16,2020/1/28,0
石川県,17,2020/1/28,0
福井県,18,2020/1/28,0
山梨県,19,2020/1/28,0
長野県,20,2020/1/28,0
岐阜県,21,2020/1/28,0
静岡県,22,2020/1/28,0
愛知県,23,2020/1/28,1
三重県,24,2020/1/28,0
滋賀県,25,2020/1/28,0
京都府,26,2020/1/28,0
大阪府,27,2020/1/28,0
兵庫県,28,2020/1/28,0
奈良県,29,2020/1/28,1
和歌山県,30,2020/1/28,0
鳥取県,31,2020/1/28,0
島根県,32,2020/1/28,0
岡山県,33,2020/1/28,0
広島県,34,2020/1/28,0
山口県,35,2020/1/28,0
徳島県,36,2020/1/28,0
香川県,37,2020/1/28,0
愛媛県,38,2020/1/28,0
高知県,39,2020/1/28,0
福岡県,40,2020/1/28,0
佐賀県,41,2020/1/28,0
長崎県,42,2020/1/28,0
熊本県,43,2020/1/28,0
大分県,44,2020/1/28,0
宮崎県,45,2020/1/28,0
鹿児島県,46,2020/1/28,0
沖縄県,47,2020/1/28,0
北海道,1,2020/1/29,0
青森県,2,2020/1/29,0
岩手県,3,2020/1/29,0
宮城県,4,2020/1/29,0
秋田県,5,2020/1/29,0
山形県,6,2020/1/29,0
福島県,7,2020/1/29,0
茨城県,8,2020/1/29,0
栃木県,9,2020/1/29,0
群馬県,10,2020/1/29,0
埼玉県,11,2020/1/29,0
千葉県,12,2020/1/29,0
東京都,13,2020/1/29,0
神奈川県,14,2020/1/29,0
新潟県,15,2020/1/29,0
富山県,16,2020/1/29,0
石川県,17,2020/1/29,0
福井県,18,2020/1/29,0
山梨県,19,2020/1/29,0
長野県,20,2020/1/29,0
岐阜県,21,2020/1/29,0
静岡県,22,2020/1/29,0
愛知県,23,2020/1/29,0
三重県,24,2020/1/29,0
滋賀県,25,2020/1/29,0
京都府,26,2020/1/29,0
大阪府,27,2020/1/29,1
兵庫県,28,2020/1/29,0
奈良県,29,2020/1/29,0
和歌山県,30,2020/1/29,0
鳥取県,31,2020/1/29,0
島根県,32,2020/1/29,0
岡山県,33,2020/1/29,0
広島県,34,2020/1/29,0
山口県,35,2020/1/29,0
徳島県,36,2020/1/29,0
香川県,37,2020/1/29,0
愛媛県,38,2020/1/29,0
高知県,39,2020/1/29,0
福岡県,40,2020/1/29,0
佐賀県,41,2020/1/29,0
長崎県,42,2020/1/29,0
熊本県,43,2020/1/29,0
大分県,44,2020/1/29,0
宮崎県,45,2020/1/29,0
鹿児島県,46,2020/1/29,0
沖縄県,47,2020/1/29,0
北海道,1,2020/1/30,0
青森県,2,2020/1/30,0
岩手県,3,2020/1/30,0
宮城県,4,2020/1/30,0
秋田県,5,2020/1/30,0
山形県,6,2020/1/30,0
福島県,7,2020/1/30,0
茨城県,8,2020/1/30,0
栃木県,9,2020/1/30,0
群馬県,10,2020/1/30,0
埼玉県,11,2020/1/30,0
千葉県,12,2020/1/30,1
東京都,13,2020/1/30,1
神奈川県,14,2020/1/30,0
新潟県,15,2020/1/30,0
富山県,16,2020/1/30,0
石川県,17,2020/1/30,0
福井県,18,2020/1/30,0
山梨県,19,2020/1/30,0
長野県,20,2020/1/30,0
岐阜県,21,2020/1/30,0
静岡県,22,2020/1/30,0
愛知県,23,2020/1/30,0
三重県,24,2020/1/30,1
滋賀県,25,2020/1/30,0
京都府,26,2020/1/30,1
大阪府,27,2020/1/30,0
兵庫県,28,2020/1/30,0
奈良県,29,2020/1/30,0
和歌山県,30,2020/1/30,0
鳥取県,31,2020/1/30,0
島根県,32,2020/1/30,0
岡山県,33,2020/1/30,0
広島県,34,2020/1/30,0
山口県,35,2020/1/30,0
徳島県,36,2020/1/30,0
香川県,37,2020/1/30,0
愛媛県,38,2020/1/30,0
高知県,39,2020/1/30,0
福岡県,40,2020/1/30,0
佐賀県,41,2020/1/30,0
長崎県,42,2020/1/30,0
熊本県,43,2020/1/30,0
大分県,44,2020/1/30,0
宮崎県,45,2020/1/30,0
鹿児島県,46,2020/1/30,0
沖縄県,47,2020/1/30,0
北海道,1,2020/1/31,0
青森県,2,2020/1/31,0
岩手県,3,2020/1/31,0
宮城県,4,2020/1/31,0
秋田県,5,2020/1/31,0
山形県,6,2020/1/31,0
福島県,7,2020/1/31,0
茨城県,8,2020/1/31,0
栃木県,9,2020/1/31,0
群馬県,10,2020/1/31,0
埼玉県,11,2020/1/31,0
千葉県,12,2020/1/31,0
東京都,13,2020/1/31,0
神奈川県,14,2020/1/31,0
新潟県,15,2020/1/31,0
富山県,16,2020/1/31,0
石川県,17,2020/1/31,0
福井県,18,2020/1/31,0
山梨県,19,2020/1/31,0
長野県,20,2020/1/31,0
岐阜県,21,2020/1/31,0
静岡県,22,2020/1/31,0
愛知県,23,2020/1/31,0
三重県,24,2020/1/31,0
滋賀県,25,2020/1/31,0
京都府,26,2020/1/31,0
大阪府,27,2020/1/31,0
兵庫県,28,2020/1/31,0
奈良県,29,2020/1/31,0
和歌山県,30,2020/1/31,0
鳥取県,31,2020/1/31,0
島根県,32,2020/1/31,0
岡山県,33,2020/1/31,0
広島県,34,2020/1/31,0
山口県,35,2020/1/31,0
徳島県,36,2020/1/31,0
香川県,37,2020/1/31,0
愛媛県,38,2020/1/31,0
高知県,39,2020/1/31,0
福岡県,40,2020/1/31,0
佐賀県,41,2020/1/31,0
長崎県,42,2020/1/31,0
熊本県,43,2020/1/31,0
大分県,44,2020/1/31,0
宮崎県,45,2020/1/31,0
鹿児島県,46,2020/1/31,0
沖縄県,47,2020/1/31,0
北海道,1,2020/10/1,19
青森県,2,2020/10/1,0
岩手県,3,2020/10/1,0
宮城県,4,2020/10/1,7
秋田県,5,2020/10/1,0
山形県,6,2020/10/1,0
福島県,7,2020/10/1,0
茨城県,8,2020/10/1,2
栃木県,9,2020/10/1,1
群馬県,10,2020/10/1,5
埼玉県,11,2020/10/1,33
千葉県,12,2020/10/1,38
東京都,13,2020/10/1,234
神奈川県,14,2020/10/1,78
新潟県,15,2020/10/1,0
富山県,16,2020/10/1,1
石川県,17,2020/10/1,1
福井県,18,2020/10/1,0
山梨県,19,2020/10/1,3
長野県,20,2020/10/1,1
岐阜県,21,2020/10/1,1
静岡県,22,2020/10/1,7
愛知県,23,2020/10/1,21
三重県,24,2020/10/1,14
滋賀県,25,2020/10/1,1
京都府,26,2020/10/1,5
大阪府,27,2020/10/1,76
兵庫県,28,2020/10/1,21
奈良県,29,2020/10/1,5
和歌山県,30,2020/10/1,0
鳥取県,31,2020/10/1,0
島根県,32,2020/10/1,0
岡山県,33,2020/10/1,0
広島県,34,2020/10/1,3
山口県,35,2020/10/1,0
徳島県,36,2020/10/1,0
香川県,37,2020/10/1,0
愛媛県,38,2020/10/1,0
高知県,39,2020/10/1,0
福岡県,40,2020/10/1,3
佐賀県,41,2020/10/1,0
長崎県,42,2020/10/1,2
熊本県,43,2020/10/1,3
大分県,44,2020/10/1,0
宮崎県,45,2020/10/1,0
鹿児島県,46,2020/10/1,5
沖縄県,47,2020/10/1,29
北海道,1,2020/10/10,24
青森県,2,2020/10/10,0
岩手県,3,2020/10/10,0
宮城県,4,2020/10/10,10
秋田県,5,2020/10/10,0
山形県,6,2020/10/10,0
福島県,7,2020/10/10,7
茨城県,8,2020/10/10,6
栃木県,9,2020/10/10,2
群馬県,10,2020/10/10,8
埼玉県,11,2020/10/10,100
千葉県,12,2020/10/10,35
東京都,13,2020/10/10,248
神奈川県,14,2020/10/10,63
新潟県,15,2020/10/10,1
富山県,16,2020/10/10,0
石川県,17,2020/10/10,0
福井県,18,2020/10/10,0
山梨県,19,2020/10/10,0
長野県,20,2020/10/10,2
岐阜県,21,2020/10/10,1
静岡県,22,2020/10/10,1
愛知県,23,2020/10/10,21
三重県,24,2020/10/10,2
滋賀県,25,2020/10/10,3
京都府,26,2020/10/10,20
大阪府,27,2020/10/10,52
兵庫県,28,2020/10/10,12
奈良県,29,2020/10/10,0
和歌山県,30,2020/10/10,0
鳥取県,31,2020/10/10,0
島根県,32,2020/10/10,0
岡山県,33,2020/10/10,0
広島県,34,2020/10/10,3
山口県,35,2020/10/10,1
徳島県,36,2020/10/10,0
香川県,37,2020/10/10,1
愛媛県,38,2020/10/10,0
高知県,39,2020/10/10,0
福岡県,40,2020/10/10,13
佐賀県,41,2020/10/10,0
長崎県,42,2020/10/10,0
熊本県,43,2020/10/10,9
大分県,44,2020/10/10,0
宮崎県,45,2020/10/10,0
鹿児島県,46,2020/10/10,2
沖縄県,47,2020/10/10,19
北海道,1,2020/10/11,31
青森県,2,2020/10/11,0
岩手県,3,2020/10/11,0
宮城県,4,2020/10/11,2
秋田県,5,2020/10/11,1
山形県,6,2020/10/11,0
福島県,7,2020/10/11,12
茨城県,8,2020/10/11,3
栃木県,9,2020/10/11,0
群馬県,10,2020/10/11,4
埼玉県,11,2020/10/11,30
千葉県,12,2020/10/11,43
東京都,13,2020/10/11,146
神奈川県,14,2020/10/11,37
新潟県,15,2020/10/11,2
富山県,16,2020/10/11,0
石川県,17,2020/10/11,0
福井県,18,2020/10/11,0
山梨県,19,2020/10/11,1
長野県,20,2020/10/11,0
岐阜県,21,2020/10/11,1
静岡県,22,2020/10/11,0
愛知県,23,2020/10/11,14
三重県,24,2020/10/11,1
滋賀県,25,2020/10/11,0
京都府,26,2020/10/11,7
大阪府,27,2020/10/11,45
兵庫県,28,2020/10/11,12
奈良県,29,2020/10/11,4
和歌山県,30,2020/10/11,0
